"","uid","metric","result"
"96","P0016","pcan_e",0
"97","P0016","pcan_m",0.0909090909090909
"98","P0016","pcan_n",0.0454545454545455
"99","P0016","pmid_c",0
"100","P0016","pmid_d",0.772727272727273
"101","P0016","pmid_e",0
"102","P0016","pmid_m",0.181818181818182
"103","P0016","pmid_n",0.0454545454545455
"104","P0016","xc",0.423863636363636
"105","P0016","xcl",0.202272727272727
"106","P0016","xcm",1.10681818181818
"107","P0016","xcmg",1.95340909090909
"108","P0016","xcmgw",1.03522727272727
"109","P0016","xcmw",0.8
"110","P0016","xcs",0.221590909090909
"111","P0016","xg",0.846590909090909
"112","P0016","xgb",0.102272727272727
"113","P0016","xgh",0.611363636363636
"114","P0016","xgw",0.235227272727273
"115","P0016","xm",0.682954545454545
"116","P0016","xmh",0.306818181818182
"117","P0016","xmw",0.376136363636364
"118","P0016","xpcan",0.954545454545455
"119","P0016","xpcm",0.954545454545455
"120","P0016","xpcmg",0.954545454545455
"121","P0016","xpgveg",1
"122","P0016","xpmg",0.954545454545455
"123","P0016","xpmgw",0.909090909090909
"124","P0016","xpmid",0.954545454545455
"125","P0017","pcan_c",0
"126","P0017","pcan_d",0.636363636363636
"127","P0017","pcan_e",0
"128","P0017","pcan_m",0
"129","P0017","pcan_n",0.363636363636364
"130","P0017","pmid_c",0
"131","P0017","pmid_d",0.590909090909091
"132","P0017","pmid_e",0
"133","P0017","pmid_m",0.136363636363636
"134","P0017","pmid_n",0.272727272727273
"135","P0017","xc",0.210227272727273
"136","P0017","xcl",0.0727272727272727
"137","P0017","xcm",0.682954545454545
"138","P0017","xcmg",1.24318181818182
"139","P0017","xcmgw",0.707954545454546
"140","P0017","xcmw",0.501136363636364
"141","P0017","xcs",0.1375
"142","P0017","xg",0.560227272727273
"143","P0017","xgb",0.588636363636364
"144","P0017","xgh",0.353409090909091
"145","P0017","xgw",0.206818181818182
"146","P0017","xm",0.472727272727273
"147","P0017","xmh",0.181818181818182
"148","P0017","xmw",0.290909090909091
"149","P0017","xpcan",0.636363636363636
"150","P0017","xpcm",0.636363636363636
"151","P0017","xpcmg",0.636363636363636
"152","P0017","xpgveg",1
"153","P0017","xpmg",0.818181818181818
"154","P0017","xpmgw",0.727272727272727
"155","P0017","xpmid",0.818181818181818
"156","P0058","pcan_c",0.0454545454545455
"157","P0058","pcan_d",0.454545454545455
"158","P0058","pcan_e",0
"159","P0058","pcan_m",0.5
"160","P0058","pcan_n",0
"161","P0058","pmid_c",0
"162","P0058","pmid_d",0.545454545454545
"163","P0058","pmid_e",0
"164","P0058","pmid_m",0.454545454545455
"165","P0058","pmid_n",0
"166","P0058","xc",0.832954545454545
"167","P0058","xcl",0.4125
"168","P0058","xcm",1.52159090909091
"169","P0058","xcmg",2.53181818181818
"170","P0058","xcmgw",1.425
"171","P0058","xcmw",1.12613636363636
"172","P0058","xcs",0.420454545454545
"173","P0058","xg",1.01022727272727
"174","P0058","xgb",0.0295454545454545
"175","P0058","xgh",0.711363636363636
"176","P0058","xgw",0.298863636363636
"177","P0058","xm",0.688636363636364
"178","P0058","xmh",0.395454545454546
"179","P0058","xmw",0.293181818181818
"180","P0058","xpcan",1
"181","P0058","xpcm",1
"182","P0058","xpcmg",1
"183","P0058","xpgveg",1
"184","P0058","xpmg",1
"185","P0058","xpmgw",1
"186","P0058","xpmid",1
"187","P0060","pcan_c",0.0454545454545455
"188","P0060","pcan_d",0.272727272727273
"189","P0060","pcan_e",0
"190","P0060","pcan_m",0.681818181818182
"191","P0060","pcan_n",0
"192","P0060","pmid_c",0
"193","P0060","pmid_d",0.363636363636364
"194","P0060","pmid_e",0
"195","P0060","pmid_m",0.636363636363636
"196","P0060","pmid_n",0
"197","P0060","xc",0.8125
"198","P0060","xcl",0.572727272727273
"199","P0060","xcm",1.23068181818182
"200","P0060","xcmg",2.03068181818182
"201","P0060","xcmgw",1.13977272727273
"202","P0060","xcmw",1.0625
"203","P0060","xcs",0.239772727272727
"204","P0060","xg",0.8
"205","P0060","xgb",0.134090909090909
"206","P0060","xgh",0.722727272727273
"207","P0060","xgw",0.0772727272727273
"208","P0060","xm",0.418181818181818
"209","P0060","xmh",0.168181818181818
"210","P0060","xmw",0.25
"211","P0060","xpcan",1
"212","P0060","xpcm",1
"213","P0060","xpcmg",1
"214","P0060","xpgveg",1
"215","P0060","xpmg",1
"216","P0060","xpmgw",0.909090909090909
"217","P0060","xpmid",1
"218","P0078","pcan_c",0.227272727272727
"219","P0078","pcan_d",0.0909090909090909
"220","P0078","pcan_e",0
"221","P0078","pcan_m",0.681818181818182
"222","P0078","pcan_n",0
"223","P0078","pmid_c",0.0909090909090909
"224","P0078","pmid_d",0.136363636363636
"225","P0078","pmid_e",0
"226","P0078","pmid_m",0.727272727272727
"227","P0078","pmid_n",0.0454545454545455
"228","P0078","xc",0.690909090909091
"229","P0078","xcl",0.629545454545454
"230","P0078","xcm",1.29090909090909
"231","P0078","xcmg",1.825
"232","P0078","xcmgw",1.25340909090909
"233","P0078","xcmw",1.11363636363636
"234","P0078","xcs",0.0613636363636364
"235","P0078","xg",0.534090909090909
"236","P0078","xgb",0.351136363636364
"237","P0078","xgh",0.394318181818182
"238","P0078","xgw",0.139772727272727
"239","P0078","xm",0.6
"240","P0078","xmh",0.177272727272727
"241","P0078","xmw",0.422727272727273
"242","P0078","xpcan",1
"243","P0078","xpcm",1
"244","P0078","xpcmg",1
"245","P0078","xpgveg",1
"246","P0078","xpmg",1
"247","P0078","xpmgw",0.954545454545455
"248","P0078","xpmid",1
"249","P0080","pcan_c",0
"250","P0080","pcan_d",0.818181818181818
"251","P0080","pcan_e",0
"252","P0080","pcan_m",0
"253","P0080","pcan_n",0.181818181818182
"254","P0080","pmid_c",0
"255","P0080","pmid_d",1
"256","P0080","pmid_e",0
"257","P0080","pmid_m",0
"258","P0080","pmid_n",0
"259","P0080","xc",0.375
"260","P0080","xcl",0.225
"261","P0080","xcm",0.998863636363636
"262","P0080","xcmg",1.88295454545455
"263","P0080","xcmgw",1.10227272727273
"264","P0080","xcmw",0.823863636363637
"265","P0080","xcs",0.15
"266","P0080","xg",0.884090909090909
"267","P0080","xgb",0.0272727272727273
"268","P0080","xgh",0.605681818181818
"269","P0080","xgw",0.278409090909091
"270","P0080","xm",0.623863636363636
"271","P0080","xmh",0.175
"272","P0080","xmw",0.448863636363636
"273","P0080","xpcan",0.818181818181818
"274","P0080","xpcm",0.818181818181818
"275","P0080","xpcmg",0.818181818181818
"276","P0080","xpgveg",1
"277","P0080","xpmg",1
"278","P0080","xpmgw",1
"279","P0080","xpmid",1
"280","P0089","pcan_c",0
"281","P0089","pcan_d",0.681818181818182
"282","P0089","pcan_e",0
"283","P0089","pcan_m",0.227272727272727
"284","P0089","pcan_n",0.0909090909090909
"285","P0089","pmid_c",0
"286","P0089","pmid_d",0.909090909090909
"287","P0089","pmid_e",0
"288","P0089","pmid_m",0.0909090909090909
"289","P0089","pmid_n",0
"290","P0089","xc",0.632954545454545
"291","P0089","xcl",0.167045454545455
"292","P0089","xcm",1.61363636363636
"293","P0089","xcmg",2.51931818181818
"294","P0089","xcmgw",1.44204545454545
"295","P0089","xcmw",1.24659090909091
"296","P0089","xcs",0.465909090909091
"297","P0089","xg",0.905681818181818
"298","P0089","xgb",0.0772727272727273
"299","P0089","xgh",0.710227272727273
"300","P0089","xgw",0.195454545454545
"301","P0089","xm",0.980681818181818
"302","P0089","xmh",0.367045454545455
"303","P0089","xmw",0.613636363636363
"304","P0089","xpcan",0.909090909090909
"305","P0089","xpcm",0.909090909090909
"306","P0089","xpcmg",0.909090909090909
"307","P0089","xpgveg",1
"308","P0089","xpmg",1
"309","P0089","xpmgw",1
"310","P0089","xpmid",1
"311","P0105","pcan_c",0
"312","P0105","pcan_d",0.409090909090909
"313","P0105","pcan_e",0
"314","P0105","pcan_m",0.5
"315","P0105","pcan_n",0.0909090909090909
"316","P0105","pmid_c",0
"317","P0105","pmid_d",0.772727272727273
"318","P0105","pmid_e",0
"319","P0105","pmid_m",0.227272727272727
"320","P0105","pmid_n",0
"321","P0105","xc",0.492045454545454
"322","P0105","xcl",0.310227272727273
"323","P0105","xcm",1.37272727272727
"324","P0105","xcmg",2.14090909090909
"325","P0105","xcmgw",1.33863636363636
"326","P0105","xcmw",1.15681818181818
"327","P0105","xcs",0.181818181818182
"328","P0105","xg",0.768181818181818
"329","P0105","xgb",0.139772727272727
"330","P0105","xgh",0.586363636363636
"331","P0105","xgw",0.181818181818182
"332","P0105","xm",0.880681818181818
"333","P0105","xmh",0.215909090909091
"334","P0105","xmw",0.664772727272727
"335","P0105","xpcan",0.909090909090909
"336","P0105","xpcm",0.909090909090909
"337","P0105","xpcmg",0.909090909090909
"338","P0105","xpgveg",1
"339","P0105","xpmg",1
"340","P0105","xpmgw",0.954545454545455
"341","P0105","xpmid",1
"342","P0121","pcan_c",0.136363636363636
"343","P0121","pcan_d",0
"344","P0121","pcan_e",0
"345","P0121","pcan_m",0.863636363636364
"346","P0121","pcan_n",0
"347","P0121","pmid_c",0.272727272727273
"348","P0121","pmid_d",0.5
"349","P0121","pmid_e",0
"350","P0121","pmid_m",0.181818181818182
"351","P0121","pmid_n",0.0454545454545455
"352","P0121","xc",0.760227272727273
"353","P0121","xcl",0.621590909090909
"354","P0121","xcm",1.16590909090909
"355","P0121","xcmg",1.92045454545455
"356","P0121","xcmgw",0.944318181818182
"357","P0121","xcmw",0.871590909090909
"358","P0121","xcs",0.138636363636364
"359","P0121","xg",0.754545454545455
"360","P0121","xgb",0.145454545454545
"361","P0121","xgh",0.681818181818182
"362","P0121","xgw",0.0727272727272728
"363","P0121","xm",0.405681818181818
"364","P0121","xmh",0.294318181818182
"365","P0121","xmw",0.111363636363636
"366","P0121","xpcan",1
"367","P0121","xpcm",1
"368","P0121","xpcmg",1
"369","P0121","xpgveg",1
"370","P0121","xpmg",1
"371","P0121","xpmgw",0.681818181818182
"372","P0121","xpmid",1
"373","P0122","pcan_c",0
"374","P0122","pcan_d",0.636363636363636
"375","P0122","pcan_e",0
"376","P0122","pcan_m",0.363636363636364
"377","P0122","pcan_n",0
"378","P0122","pmid_c",0
"379","P0122","pmid_d",0.727272727272727
"380","P0122","pmid_e",0
"381","P0122","pmid_m",0.272727272727273
"382","P0122","pmid_n",0
"383","P0122","xc",0.589772727272727
"384","P0122","xcl",0.501136363636364
"385","P0122","xcm",1.39204545454545
"386","P0122","xcmg",1.95227272727273
"387","P0122","xcmgw",1.17159090909091
"388","P0122","xcmw",1.06704545454545
"389","P0122","xcs",0.0886363636363636
"390","P0122","xg",0.560227272727273
"391","P0122","xgb",0.365909090909091
"392","P0122","xgh",0.455681818181818
"393","P0122","xgw",0.104545454545455
"394","P0122","xm",0.802272727272727
"395","P0122","xmh",0.325
"396","P0122","xmw",0.477272727272727
"397","P0122","xpcan",1
"398","P0122","xpcm",1
"399","P0122","xpcmg",1
"400","P0122","xpgveg",1
"401","P0122","xpmg",1
"402","P0122","xpmgw",1
"403","P0122","xpmid",1
"404","P0124","pcan_c",0
"405","P0124","pcan_d",0.727272727272727
"406","P0124","pcan_e",0
"407","P0124","pcan_m",0.227272727272727
"408","P0124","pcan_n",0.0454545454545455
"409","P0124","pmid_c",0
"410","P0124","pmid_d",0.727272727272727
"411","P0124","pmid_e",0
"412","P0124","pmid_m",0.272727272727273
"413","P0124","pmid_n",0
"414","P0124","xc",0.618181818181818
"415","P0124","xcl",0.321590909090909
"416","P0124","xcm",1.35681818181818
"417","P0124","xcmg",2.2625
"418","P0124","xcmgw",1.55681818181818
"419","P0124","xcmw",1.175
"420","P0124","xcs",0.296590909090909
"421","P0124","xg",0.905681818181818
"422","P0124","xgb",0.211363636363636
"423","P0124","xgh",0.523863636363636
"424","P0124","xgw",0.381818181818182
"425","P0124","xm",0.738636363636363
"426","P0124","xmh",0.181818181818182
"427","P0124","xmw",0.556818181818182
"428","P0124","xpcan",0.954545454545455
"429","P0124","xpcm",0.954545454545455
"430","P0124","xpcmg",0.954545454545455
"431","P0124","xpgveg",1
"432","P0124","xpmg",1
"433","P0124","xpmgw",1
"434","P0124","xpmid",1
"435","P0129","pcan_c",0
"436","P0129","pcan_d",0.318181818181818
"437","P0129","pcan_e",0
"438","P0129","pcan_m",0
"439","P0129","pcan_n",0.681818181818182
"440","P0129","pmid_c",0
"441","P0129","pmid_d",0.772727272727273
"442","P0129","pmid_e",0
"443","P0129","pmid_m",0.0909090909090909
"444","P0129","pmid_n",0.136363636363636
"445","P0129","xc",0.0477272727272727
"446","P0129","xcl",0.0227272727272727
"447","P0129","xcm",0.428409090909091
"448","P0129","xcmg",1.32954545454545
"449","P0129","xcmgw",0.298863636363636
"450","P0129","xcmw",0.217045454545454
"451","P0129","xcs",0.025
"452","P0129","xg",0.901136363636364
"453","P0129","xgb",0.0284090909090909
"454","P0129","xgh",0.819318181818182
"455","P0129","xgw",0.0818181818181818
"456","P0129","xm",0.380681818181818
"457","P0129","xmh",0.211363636363636
"458","P0129","xmw",0.169318181818182
"459","P0129","xpcan",0.318181818181818
"460","P0129","xpcm",0.318181818181818
"461","P0129","xpcmg",0.318181818181818
"462","P0129","xpgveg",1
"463","P0129","xpmg",0.863636363636364
"464","P0129","xpmgw",0.818181818181818
"465","P0129","xpmid",0.863636363636364
"466","P0137","pcan_c",0.409090909090909
"467","P0137","pcan_d",0.136363636363636
"468","P0137","pcan_e",0
"469","P0137","pcan_m",0.454545454545455
"470","P0137","pcan_n",0
"471","P0137","pmid_c",0.272727272727273
"472","P0137","pmid_d",0.409090909090909
"473","P0137","pmid_e",0
"474","P0137","pmid_m",0.181818181818182
"475","P0137","pmid_n",0.136363636363636
"476","P0137","xc",0.6875
"477","P0137","xcl",0.551136363636364
"478","P0137","xcm",1.27045454545455
"479","P0137","xcmg",2.06590909090909
"480","P0137","xcmgw",1.19318181818182
"481","P0137","xcmw",1.05340909090909
"482","P0137","xcs",0.136363636363636
"483","P0137","xg",0.795454545454546
"484","P0137","xgb",0.194318181818182
"485","P0137","xgh",0.655681818181818
"486","P0137","xgw",0.139772727272727
"487","P0137","xm",0.582954545454545
"488","P0137","xmh",0.217045454545455
"489","P0137","xmw",0.365909090909091
"490","P0137","xpcan",1
"491","P0137","xpcm",0.909090909090909
"492","P0137","xpcmg",0.909090909090909
"493","P0137","xpgveg",1
"494","P0137","xpmg",0.909090909090909
"495","P0137","xpmgw",0.818181818181818
"496","P0137","xpmid",0.909090909090909
"497","P0144","pcan_c",0
"498","P0144","pcan_d",0.409090909090909
"499","P0144","pcan_e",0
"500","P0144","pcan_m",0.590909090909091
"501","P0144","pcan_n",0
"502","P0144","pmid_c",0
"503","P0144","pmid_d",0.545454545454545
"504","P0144","pmid_e",0
"505","P0144","pmid_m",0.454545454545455
"506","P0144","pmid_n",0
"507","P0144","xc",0.701136363636364
"508","P0144","xcl",0.680681818181818
"509","P0144","xcm",1.18181818181818
"510","P0144","xcmg",1.87386363636364
"511","P0144","xcmgw",1.07840909090909
"512","P0144","xcmw",0.914772727272727
"513","P0144","xcs",0.0204545454545455
"514","P0144","xg",0.692045454545454
"515","P0144","xgb",0.197727272727273
"516","P0144","xgh",0.528409090909091
"517","P0144","xgw",0.163636363636364
"518","P0144","xm",0.480681818181818
"519","P0144","xmh",0.267045454545455
"520","P0144","xmw",0.213636363636364
"521","P0144","xpcan",1
"522","P0144","xpcm",1
"523","P0144","xpcmg",1
"524","P0144","xpgveg",1
"525","P0144","xpmg",1
"526","P0144","xpmgw",0.772727272727273
"527","P0144","xpmid",1
"528","P0153","pcan_c",0
"529","P0153","pcan_d",0.818181818181818
"530","P0153","pcan_e",0
"531","P0153","pcan_m",0.181818181818182
"532","P0153","pcan_n",0
"533","P0153","pmid_c",0
"534","P0153","pmid_d",0.454545454545455
"535","P0153","pmid_e",0
"536","P0153","pmid_m",0.545454545454545
"537","P0153","pmid_n",0
"538","P0153","xc",0.611363636363636
"539","P0153","xcl",0.482954545454545
"540","P0153","xcm",1.54204545454545
"541","P0153","xcmg",2.10795454545455
"542","P0153","xcmgw",1.23636363636364
"543","P0153","xcmw",1.16818181818182
"544","P0153","xcs",0.128409090909091
"545","P0153","xg",0.565909090909091
"546","P0153","xgb",0.331818181818182
"547","P0153","xgh",0.497727272727273
"548","P0153","xgw",0.0681818181818182
"549","P0153","xm",0.930681818181818
"550","P0153","xmh",0.373863636363636
"551","P0153","xmw",0.556818181818182
"552","P0153","xpcan",1
"553","P0153","xpcm",1
"554","P0153","xpcmg",1
"555","P0153","xpgveg",1
"556","P0153","xpmg",1
"557","P0153","xpmgw",1
"558","P0153","xpmid",1
"559","P0169","pcan_c",0
"560","P0169","pcan_d",0.863636363636364
"561","P0169","pcan_e",0
"562","P0169","pcan_m",0.0454545454545455
"563","P0169","pcan_n",0.0909090909090909
"564","P0169","pmid_c",0
"565","P0169","pmid_d",1
"566","P0169","pmid_e",0
"567","P0169","pmid_m",0
"568","P0169","pmid_n",0
"569","P0169","xc",0.457954545454546
"570","P0169","xcl",0.2375
"571","P0169","xcm",1.14886363636364
"572","P0169","xcmg",1.79204545454545
"573","P0169","xcmgw",1.1125
"574","P0169","xcmw",0.843181818181818
"575","P0169","xcs",0.220454545454545
"576","P0169","xg",0.643181818181818
"577","P0169","xgb",0.331818181818182
"578","P0169","xgh",0.373863636363636
"579","P0169","xgw",0.269318181818182
"580","P0169","xm",0.690909090909091
"581","P0169","xmh",0.305681818181818
"582","P0169","xmw",0.385227272727273
"583","P0169","xpcan",0.909090909090909
"584","P0169","xpcm",0.909090909090909
"585","P0169","xpcmg",0.909090909090909
"586","P0169","xpgveg",1
"587","P0169","xpmg",1
"588","P0169","xpmgw",1
"589","P0169","xpmid",1
"590","P0170","pcan_c",0
"591","P0170","pcan_d",0.545454545454545
"592","P0170","pcan_e",0
"593","P0170","pcan_m",0.454545454545455
"594","P0170","pcan_n",0
"595","P0170","pmid_c",0
"596","P0170","pmid_d",0.772727272727273
"597","P0170","pmid_e",0
"598","P0170","pmid_m",0.227272727272727
"599","P0170","pmid_n",0
"600","P0170","xc",0.775
"601","P0170","xcl",0.452272727272727
"602","P0170","xcm",1.20568181818182
"603","P0170","xcmg",1.72159090909091
"604","P0170","xcmgw",1.21022727272727
"605","P0170","xcmw",1.12840909090909
"606","P0170","xcs",0.322727272727273
"607","P0170","xg",0.515909090909091
"608","P0170","xgb",0.417045454545455
"609","P0170","xgh",0.434090909090909
"610","P0170","xgw",0.0818181818181818
"611","P0170","xm",0.430681818181818
"612","P0170","xmh",0.0772727272727273
"613","P0170","xmw",0.353409090909091
"614","P0170","xpcan",1
"615","P0170","xpcm",1
"616","P0170","xpcmg",1
"617","P0170","xpgveg",1
"618","P0170","xpmg",1
"619","P0170","xpmgw",0.909090909090909
"620","P0170","xpmid",1
"621","P0185","pcan_c",0.181818181818182
"622","P0185","pcan_d",0.136363636363636
"623","P0185","pcan_e",0
"624","P0185","pcan_m",0.636363636363636
"625","P0185","pcan_n",0.0454545454545455
"626","P0185","pmid_c",0
"627","P0185","pmid_d",0.909090909090909
"628","P0185","pmid_e",0
"629","P0185","pmid_m",0.0909090909090909
"630","P0185","pmid_n",0
"631","P0185","xc",0.542045454545454
"632","P0185","xcl",0.454545454545454
"633","P0185","xcm",1.49204545454545
"634","P0185","xcmg",2.31477272727273
"635","P0185","xcmgw",1.2125
"636","P0185","xcmw",1.07159090909091
"637","P0185","xcs",0.0875
"638","P0185","xg",0.822727272727273
"639","P0185","xgb",0.110227272727273
"640","P0185","xgh",0.681818181818182
"641","P0185","xgw",0.140909090909091
"642","P0185","xm",0.95
"643","P0185","xmh",0.420454545454545
"644","P0185","xmw",0.529545454545455
"645","P0185","xpcan",0.954545454545455
"646","P0185","xpcm",0.954545454545455
"647","P0185","xpcmg",0.954545454545455
"648","P0185","xpgveg",1
"649","P0185","xpmg",1
"650","P0185","xpmgw",1
"651","P0185","xpmid",1
"652","P0186","pcan_c",0.0909090909090909
"653","P0186","pcan_d",0.0454545454545455
"654","P0186","pcan_e",0
"655","P0186","pcan_m",0.863636363636364
"656","P0186","pcan_n",0
"657","P0186","pmid_c",0.0909090909090909
"658","P0186","pmid_d",0.227272727272727
"659","P0186","pmid_e",0
"660","P0186","pmid_m",0.681818181818182
"661","P0186","pmid_n",0
"662","P0186","xc",0.703409090909091
"663","P0186","xcl",0.602272727272727
"664","P0186","xcm",1.60568181818182
"665","P0186","xcmg",2.44090909090909
"666","P0186","xcmgw",1.38977272727273
"667","P0186","xcmw",1.27613636363636
"668","P0186","xcs",0.101136363636364
"669","P0186","xg",0.835227272727273
"670","P0186","xgb",0.185227272727273
"671","P0186","xgh",0.721590909090909
"672","P0186","xgw",0.113636363636364
"673","P0186","xm",0.902272727272727
"674","P0186","xmh",0.329545454545455
"675","P0186","xmw",0.572727272727273
"676","P0186","xpcan",1
"677","P0186","xpcm",1
"678","P0186","xpcmg",1
"679","P0186","xpgveg",1
"680","P0186","xpmg",1
"681","P0186","xpmgw",1
"682","P0186","xpmid",1
"683","P0188","pcan_c",0.0909090909090909
"684","P0188","pcan_d",0.727272727272727
"685","P0188","pcan_e",0
"686","P0188","pcan_m",0.0454545454545455
"687","P0188","pcan_n",0.136363636363636
"688","P0188","pmid_c",0
"689","P0188","pmid_d",0.954545454545455
"690","P0188","pmid_e",0
"691","P0188","pmid_m",0.0454545454545455
"692","P0188","pmid_n",0
"693","P0188","xc",0.345454545454545
"694","P0188","xcl",0.272727272727273
"695","P0188","xcm",1.16818181818182
"696","P0188","xcmg",2.07954545454545
"697","P0188","xcmgw",0.946590909090909
"698","P0188","xcmw",0.659090909090909
"699","P0188","xcs",0.0727272727272727
"700","P0188","xg",0.911363636363636
"701","P0188","xgb",0.115909090909091
"702","P0188","xgh",0.623863636363636
"703","P0188","xgw",0.2875
"704","P0188","xm",0.822727272727273
"705","P0188","xmh",0.509090909090909
"706","P0188","xmw",0.313636363636364
"707","P0188","xpcan",0.863636363636364
"708","P0188","xpcm",0.863636363636364
"709","P0188","xpcmg",0.863636363636364
"710","P0188","xpgveg",1
"711","P0188","xpmg",1
"712","P0188","xpmgw",0.954545454545455
"713","P0188","xpmid",1
"714","P0208","pcan_c",0
"715","P0208","pcan_d",0.863636363636364
"716","P0208","pcan_e",0
"717","P0208","pcan_m",0
"718","P0208","pcan_n",0.136363636363636
"719","P0208","pmid_c",0
"720","P0208","pmid_d",0.954545454545455
"721","P0208","pmid_e",0
"722","P0208","pmid_m",0.0454545454545455
"723","P0208","pmid_n",0
"724","P0208","xc",0.588636363636364
"725","P0208","xcl",0.490909090909091
"726","P0208","xcm",1.38295454545455
"727","P0208","xcmg",2.27727272727273
"728","P0208","xcmgw",1.03977272727273
"729","P0208","xcmw",0.840909090909091
"730","P0208","xcs",0.0977272727272727
"731","P0208","xg",0.894318181818182
"732","P0208","xgb",0.0636363636363637
"733","P0208","xgh",0.695454545454545
"734","P0208","xgw",0.198863636363636
"735","P0208","xm",0.794318181818182
"736","P0208","xmh",0.542045454545454
"737","P0208","xmw",0.252272727272727
"738","P0208","xpcan",0.863636363636364
"739","P0208","xpcm",0.863636363636364
"740","P0208","xpcmg",0.863636363636364
"741","P0208","xpgveg",1
"742","P0208","xpmg",1
"743","P0208","xpmgw",0.909090909090909
"744","P0208","xpmid",1
"745","P0234","pcan_c",0.0909090909090909
"746","P0234","pcan_d",0.318181818181818
"747","P0234","pcan_e",0
"748","P0234","pcan_m",0.590909090909091
"749","P0234","pcan_n",0
"750","P0234","pmid_c",0
"751","P0234","pmid_d",0.363636363636364
"752","P0234","pmid_e",0
"753","P0234","pmid_m",0.636363636363636
"754","P0234","pmid_n",0
"755","P0234","xc",0.629545454545454
"756","P0234","xcl",0.454545454545455
"757","P0234","xcm",1.31477272727273
"758","P0234","xcmg",2.00340909090909
"759","P0234","xcmgw",1.30795454545455
"760","P0234","xcmw",1.10909090909091
"761","P0234","xcs",0.175
"762","P0234","xg",0.688636363636364
"763","P0234","xgb",0.1875
"764","P0234","xgh",0.489772727272727
"765","P0234","xgw",0.198863636363636
"766","P0234","xm",0.685227272727273
"767","P0234","xmh",0.205681818181818
"768","P0234","xmw",0.479545454545454
"769","P0234","xpcan",1
"770","P0234","xpcm",1
"771","P0234","xpcmg",1
"772","P0234","xpgveg",1
"773","P0234","xpmg",1
"774","P0234","xpmgw",1
"775","P0234","xpmid",1
"776","P0250","pcan_c",0
"777","P0250","pcan_d",0.636363636363636
"778","P0250","pcan_e",0
