"","uid","metric","result"
"78","P0014","xb_hnoag",0.0454545454545455
"79","P0014","xc_hag",0
"80","P0014","xc_hall",0
"81","P0014","xc_hnoag",0
"82","P0014","xcb_hag",0
"83","P0014","xcb_hall",0.0454545454545455
"84","P0014","xcb_hnag",0.0454545454545455
"85","P0014","xf_hag",0
"86","P0014","xf_hall",0
"87","P0014","xf_hnoag",0
"88","P0016","w1_hag",0.575777272727273
"89","P0016","w1_hall",1.24246363636364
"90","P0016","w1_hnoag",0.666686363636364
"91","P0016","w1h_bldg",0.439413636363636
"92","P0016","w1h_crop",0
"93","P0016","w1h_ldfl",0
"94","P0016","w1h_log",0
"95","P0016","w1h_mine",0
"96","P0016","w1h_park",0
"97","P0016","w1h_pipe",0
"98","P0016","w1h_pstr",0.575777272727273
"99","P0016","w1h_pvmt",0
"100","P0016","w1h_road",0
"101","P0016","w1h_wall",0.227272727272727
"102","P0016","x_hag",0.727272727272727
"103","P0016","x_hall",1.54545454545455
"104","P0016","x_hnoag",0.818181818181818
"105","P0016","xb_hag",0.0909090909090909
"106","P0016","xb_hall",0.181818181818182
"107","P0016","xb_hnoag",0.0909090909090909
"108","P0016","xc_hag",0.0454545454545455
"109","P0016","xc_hall",0.181818181818182
"110","P0016","xc_hnoag",0.136363636363636
"111","P0016","xcb_hag",0.136363636363636
"112","P0016","xcb_hall",0.363636363636364
"113","P0016","xcb_hnag",0.227272727272727
"114","P0016","xf_hag",0.590909090909091
"115","P0016","xf_hall",1.18181818181818
"116","P0016","xf_hnoag",0.590909090909091
"117","P0017","w1_hag",0
"118","P0017","w1_hall",2.96213636363636
"119","P0017","w1_hnoag",2.96213636363636
"120","P0017","w1h_bldg",0.136368181818182
"121","P0017","w1h_crop",0
"122","P0017","w1h_ldfl",0.0909136363636363
"123","P0017","w1h_log",0
"124","P0017","w1h_mine",0
"125","P0017","w1h_park",0.25
"126","P0017","w1h_pipe",0.0681818181818182
"127","P0017","w1h_pstr",0
"128","P0017","w1h_pvmt",0.318186363636364
"129","P0017","w1h_road",0.621213636363636
"130","P0017","w1h_wall",1.47727272727273
"131","P0017","x_hag",0
"132","P0017","x_hall",2.5
"133","P0017","x_hnoag",2.5
"134","P0017","xb_hag",0
"135","P0017","xb_hall",1.22727272727273
"136","P0017","xb_hnoag",1.22727272727273
"137","P0017","xc_hag",0
"138","P0017","xc_hall",0.818181818181818
"139","P0017","xc_hnoag",0.818181818181818
"140","P0017","xcb_hag",0
"141","P0017","xcb_hall",2.04545454545455
"142","P0017","xcb_hnag",2.04545454545455
"143","P0017","xf_hag",0
"144","P0017","xf_hall",0.454545454545455
"145","P0017","xf_hnoag",0.454545454545455
"146","P0058","w1_hag",0
"147","P0058","w1_hall",1.04549090909091
"148","P0058","w1_hnoag",1.04549090909091
"149","P0058","w1h_bldg",0.454563636363636
"150","P0058","w1h_crop",0
"151","P0058","w1h_ldfl",0.0681818181818182
"152","P0058","w1h_log",0
"153","P0058","w1h_mine",0
"154","P0058","w1h_park",0
"155","P0058","w1h_pipe",0.0454545454545455
"156","P0058","w1h_pstr",0
"157","P0058","w1h_pvmt",0.212131818181818
"158","P0058","w1h_road",0.0606090909090909
"159","P0058","w1h_wall",0.20455
"160","P0058","x_hag",0
"161","P0058","x_hall",1.36363636363636
"162","P0058","x_hnoag",1.36363636363636
"163","P0058","xb_hag",0
"164","P0058","xb_hall",0.0909090909090909
"165","P0058","xb_hnoag",0.0909090909090909
"166","P0058","xc_hag",0
"167","P0058","xc_hall",0.181818181818182
"168","P0058","xc_hnoag",0.181818181818182
"169","P0058","xcb_hag",0
"170","P0058","xcb_hall",0.272727272727273
"171","P0058","xcb_hnag",0.272727272727273
"172","P0058","xf_hag",0
"173","P0058","xf_hall",1.09090909090909
"174","P0058","xf_hnoag",1.09090909090909
"175","P0060","w1_hag",0
"176","P0060","w1_hall",0.704568181818182
"177","P0060","w1_hnoag",0.704568181818182
"178","P0060","w1h_bldg",0.151522727272727
"179","P0060","w1h_crop",0
"180","P0060","w1h_ldfl",0.25
"181","P0060","w1h_log",0
"182","P0060","w1h_mine",0
"183","P0060","w1h_park",0
"184","P0060","w1h_pipe",0
"185","P0060","w1h_pstr",0
"186","P0060","w1h_pvmt",0.151522727272727
"187","P0060","w1h_road",0.151522727272727
"188","P0060","w1h_wall",0
"189","P0060","x_hag",0
"190","P0060","x_hall",0.863636363636364
"191","P0060","x_hnoag",0.863636363636364
"192","P0060","xb_hag",0
"193","P0060","xb_hall",0.136363636363636
"194","P0060","xb_hnoag",0.136363636363636
"195","P0060","xc_hag",0
"196","P0060","xc_hall",0.0454545454545455
"197","P0060","xc_hnoag",0.0454545454545455
"198","P0060","xcb_hag",0
"199","P0060","xcb_hall",0.181818181818182
"200","P0060","xcb_hnag",0.181818181818182
"201","P0060","xf_hag",0
"202","P0060","xf_hall",0.681818181818182
"203","P0060","xf_hnoag",0.681818181818182
"204","P0078","w1_hag",0
"205","P0078","w1_hall",2.04555454545455
"206","P0078","w1_hnoag",2.04555454545455
"207","P0078","w1h_bldg",0.6667
"208","P0078","w1h_crop",0
"209","P0078","w1h_ldfl",0.0454545454545455
"210","P0078","w1h_log",0
"211","P0078","w1h_mine",0
"212","P0078","w1h_park",0
"213","P0078","w1h_pipe",0
"214","P0078","w1h_pstr",0
"215","P0078","w1h_pvmt",0.6667
"216","P0078","w1h_road",0.6667
"217","P0078","w1h_wall",0
"218","P0078","x_hag",0
"219","P0078","x_hall",3.04545454545455
"220","P0078","x_hnoag",3.04545454545455
"221","P0078","xb_hag",0
"222","P0078","xb_hall",0
"223","P0078","xb_hnoag",0
"224","P0078","xc_hag",0
"225","P0078","xc_hall",0.0454545454545455
"226","P0078","xc_hnoag",0.0454545454545455
"227","P0078","xcb_hag",0
"228","P0078","xcb_hall",0.0454545454545455
"229","P0078","xcb_hnag",0.0454545454545455
"230","P0078","xf_hag",0
"231","P0078","xf_hall",3
"232","P0078","xf_hnoag",3
"233","P0080","w1_hag",0
"234","P0080","w1_hall",0.257581818181818
"235","P0080","w1_hnoag",0.257581818181818
"236","P0080","w1h_bldg",0
"237","P0080","w1h_crop",0
"238","P0080","w1h_ldfl",0
"239","P0080","w1h_log",0
"240","P0080","w1h_mine",0
"241","P0080","w1h_park",0
"242","P0080","w1h_pipe",0.0681818181818182
"243","P0080","w1h_pstr",0
"244","P0080","w1h_pvmt",0
"245","P0080","w1h_road",0.0606090909090909
"246","P0080","w1h_wall",0.128790909090909
"247","P0080","x_hag",0
"248","P0080","x_hall",0.272727272727273
"249","P0080","x_hnoag",0.272727272727273
"250","P0080","xb_hag",0
"251","P0080","xb_hall",0.0909090909090909
"252","P0080","xb_hnoag",0.0909090909090909
"253","P0080","xc_hag",0
"254","P0080","xc_hall",0
"255","P0080","xc_hnoag",0
"256","P0080","xcb_hag",0
"257","P0080","xcb_hall",0.0909090909090909
"258","P0080","xcb_hnag",0.0909090909090909
"259","P0080","xf_hag",0
"260","P0080","xf_hall",0.181818181818182
"261","P0080","xf_hnoag",0.181818181818182
"262","P0089","w1_hag",0
"263","P0089","w1_hall",0
"264","P0089","w1_hnoag",0
"265","P0089","w1h_bldg",0
"266","P0089","w1h_crop",0
"267","P0089","w1h_ldfl",0
"268","P0089","w1h_log",0
"269","P0089","w1h_mine",0
"270","P0089","w1h_park",0
"271","P0089","w1h_pipe",0
"272","P0089","w1h_pstr",0
"273","P0089","w1h_pvmt",0
"274","P0089","w1h_road",0
"275","P0089","w1h_wall",0
"276","P0089","x_hag",0
"277","P0089","x_hall",0
"278","P0089","x_hnoag",0
"279","P0089","xb_hag",0
"280","P0089","xb_hall",0
"281","P0089","xb_hnoag",0
"282","P0089","xc_hag",0
"283","P0089","xc_hall",0
"284","P0089","xc_hnoag",0
"285","P0089","xcb_hag",0
"286","P0089","xcb_hall",0
"287","P0089","xcb_hnag",0
"288","P0089","xf_hag",0
"289","P0089","xf_hall",0
"290","P0089","xf_hnoag",0
"291","P0105","w1_hag",0
"292","P0105","w1_hall",0
"293","P0105","w1_hnoag",0
"294","P0105","w1h_bldg",0
"295","P0105","w1h_crop",0
"296","P0105","w1h_ldfl",0
"297","P0105","w1h_log",0
"298","P0105","w1h_mine",0
"299","P0105","w1h_park",0
"300","P0105","w1h_pipe",0
"301","P0105","w1h_pstr",0
"302","P0105","w1h_pvmt",0
"303","P0105","w1h_road",0
"304","P0105","w1h_wall",0
"305","P0105","x_hag",0
"306","P0105","x_hall",0
"307","P0105","x_hnoag",0
"308","P0105","xb_hag",0
"309","P0105","xb_hall",0
"310","P0105","xb_hnoag",0
"311","P0105","xc_hag",0
"312","P0105","xc_hall",0
"313","P0105","xc_hnoag",0
"314","P0105","xcb_hag",0
"315","P0105","xcb_hall",0
"316","P0105","xcb_hnag",0
"317","P0105","xf_hag",0
"318","P0105","xf_hall",0
"319","P0105","xf_hnoag",0
"320","P0121","w1_hag",0
"321","P0121","w1_hall",0
"322","P0121","w1_hnoag",0
"323","P0121","w1h_bldg",0
"324","P0121","w1h_crop",0
"325","P0121","w1h_ldfl",0
"326","P0121","w1h_log",0
"327","P0121","w1h_mine",0
"328","P0121","w1h_park",0
"329","P0121","w1h_pipe",0
"330","P0121","w1h_pstr",0
"331","P0121","w1h_pvmt",0
"332","P0121","w1h_road",0
"333","P0121","w1h_wall",0
"334","P0121","x_hag",0
"335","P0121","x_hall",0
"336","P0121","x_hnoag",0
"337","P0121","xb_hag",0
"338","P0121","xb_hall",0
"339","P0121","xb_hnoag",0
"340","P0121","xc_hag",0
"341","P0121","xc_hall",0
"342","P0121","xc_hnoag",0
"343","P0121","xcb_hag",0
"344","P0121","xcb_hall",0
"345","P0121","xcb_hnag",0
"346","P0121","xf_hag",0
"347","P0121","xf_hall",0
"348","P0121","xf_hnoag",0
"349","P0122","w1_hag",0
"350","P0122","w1_hall",0.734881818181818
"351","P0122","w1_hnoag",0.734881818181818
"352","P0122","w1h_bldg",0
"353","P0122","w1h_crop",0
"354","P0122","w1h_ldfl",0.0681818181818182
"355","P0122","w1h_log",0
"356","P0122","w1h_mine",0
"357","P0122","w1h_park",0
"358","P0122","w1h_pipe",0
"359","P0122","w1h_pstr",0
"360","P0122","w1h_pvmt",0
"361","P0122","w1h_road",0.6667
"362","P0122","w1h_wall",0
"363","P0122","x_hag",0
"364","P0122","x_hall",1.04545454545455
"365","P0122","x_hnoag",1.04545454545455
"366","P0122","xb_hag",0
"367","P0122","xb_hall",0.0454545454545455
"368","P0122","xb_hnoag",0.0454545454545455
"369","P0122","xc_hag",0
"370","P0122","xc_hall",0
"371","P0122","xc_hnoag",0
"372","P0122","xcb_hag",0
"373","P0122","xcb_hall",0.0454545454545455
"374","P0122","xcb_hnag",0.0454545454545455
"375","P0122","xf_hag",0
"376","P0122","xf_hall",1
"377","P0122","xf_hnoag",1
"378","P0124","w1_hag",0
"379","P0124","w1_hall",1.8182
"380","P0124","w1_hnoag",1.8182
"381","P0124","w1h_bldg",0.333336363636364
"382","P0124","w1h_crop",0
"383","P0124","w1h_ldfl",0
"384","P0124","w1h_log",0
"385","P0124","w1h_mine",0
"386","P0124","w1h_park",0.121213636363636
"387","P0124","w1h_pipe",0.181818181818182
"388","P0124","w1h_pstr",0
"389","P0124","w1h_pvmt",0.303036363636364
"390","P0124","w1h_road",0.469704545454545
"391","P0124","w1h_wall",0.409090909090909
"392","P0124","x_hag",0
"393","P0124","x_hall",1.81818181818182
"394","P0124","x_hnoag",1.81818181818182
"395","P0124","xb_hag",0
"396","P0124","xb_hall",0.363636363636364
"397","P0124","xb_hnoag",0.363636363636364
"398","P0124","xc_hag",0
"399","P0124","xc_hall",0.909090909090909
"400","P0124","xc_hnoag",0.909090909090909
"401","P0124","xcb_hag",0
"402","P0124","xcb_hall",1.27272727272727
"403","P0124","xcb_hnag",1.27272727272727
"404","P0124","xf_hag",0
"405","P0124","xf_hall",0.545454545454545
"406","P0124","xf_hnoag",0.545454545454545
"407","P0129","w1_hag",0
"408","P0129","w1_hall",1.30308636363636
"409","P0129","w1_hnoag",1.30308636363636
"410","P0129","w1h_bldg",0.469718181818182
"411","P0129","w1h_crop",0
"412","P0129","w1h_ldfl",0
"413","P0129","w1h_log",0
"414","P0129","w1h_mine",0
"415","P0129","w1h_park",0
"416","P0129","w1h_pipe",0.0681818181818182
"417","P0129","w1h_pstr",0
"418","P0129","w1h_pvmt",0.363654545454545
"419","P0129","w1h_road",0.33335
"420","P0129","w1h_wall",0.0681818181818182
"421","P0129","x_hag",0
"422","P0129","x_hall",1.81818181818182
"423","P0129","x_hnoag",1.81818181818182
"424","P0129","xb_hag",0
"425","P0129","xb_hall",0.0909090909090909
"426","P0129","xb_hnoag",0.0909090909090909
"427","P0129","xc_hag",0
"428","P0129","xc_hall",0.0454545454545455
"429","P0129","xc_hnoag",0.0454545454545455
"430","P0129","xcb_hag",0
"431","P0129","xcb_hall",0.136363636363636
"432","P0129","xcb_hnag",0.136363636363636
"433","P0129","xf_hag",0
"434","P0129","xf_hall",1.68181818181818
"435","P0129","xf_hnoag",1.68181818181818
"436","P0137","w1_hag",0
"437","P0137","w1_hall",0
"438","P0137","w1_hnoag",0
"439","P0137","w1h_bldg",0
"440","P0137","w1h_crop",0
"441","P0137","w1h_ldfl",0
"442","P0137","w1h_log",0
"443","P0137","w1h_mine",0
"444","P0137","w1h_park",0
"445","P0137","w1h_pipe",0
"446","P0137","w1h_pstr",0
"447","P0137","w1h_pvmt",0
"448","P0137","w1h_road",0
"449","P0137","w1h_wall",0
"450","P0137","x_hag",0
"451","P0137","x_hall",0
"452","P0137","x_hnoag",0
"453","P0137","xb_hag",0
"454","P0137","xb_hall",0
"455","P0137","xb_hnoag",0
"456","P0137","xc_hag",0
"457","P0137","xc_hall",0
"458","P0137","xc_hnoag",0
"459","P0137","xcb_hag",0
"460","P0137","xcb_hall",0
"461","P0137","xcb_hnag",0
"462","P0137","xf_hag",0
"463","P0137","xf_hall",0
"464","P0137","xf_hnoag",0
"465","P0144","w1_hag",0
"466","P0144","w1_hall",0
"467","P0144","w1_hnoag",0
"468","P0144","w1h_bldg",0
"469","P0144","w1h_crop",0
"470","P0144","w1h_ldfl",0
"471","P0144","w1h_log",0
"472","P0144","w1h_mine",0
"473","P0144","w1h_park",0
"474","P0144","w1h_pipe",0
"475","P0144","w1h_pstr",0
"476","P0144","w1h_pvmt",0
"477","P0144","w1h_road",0
"478","P0144","w1h_wall",0
"479","P0144","x_hag",0
"480","P0144","x_hall",0
"481","P0144","x_hnoag",0
"482","P0144","xb_hag",0
"483","P0144","xb_hall",0
"484","P0144","xb_hnoag",0
"485","P0144","xc_hag",0
"486","P0144","xc_hall",0
"487","P0144","xc_hnoag",0
"488","P0144","xcb_hag",0
"489","P0144","xcb_hall",0
"490","P0144","xcb_hnag",0
"491","P0144","xf_hag",0
"492","P0144","xf_hall",0
"493","P0144","xf_hnoag",0
"494","P0153","w1_hag",0
"495","P0153","w1_hall",1.00760909090909
"496","P0153","w1_hnoag",1.00760909090909
"497","P0153","w1h_bldg",0
"498","P0153","w1h_crop",0
"499","P0153","w1h_ldfl",0.136363636363636
"500","P0153","w1h_log",0
"501","P0153","w1h_mine",0
"502","P0153","w1h_park",0.204545454545455
"503","P0153","w1h_pipe",0.181827272727273
"504","P0153","w1h_pstr",0
"505","P0153","w1h_pvmt",0
"506","P0153","w1h_road",0.484872727272727
"507","P0153","w1h_wall",0
"508","P0153","x_hag",0
"509","P0153","x_hall",1.22727272727273
"510","P0153","x_hnoag",1.22727272727273
"511","P0153","xb_hag",0
"512","P0153","xb_hall",0.227272727272727
"513","P0153","xb_hnoag",0.227272727272727
"514","P0153","xc_hag",0
"515","P0153","xc_hall",0
"516","P0153","xc_hnoag",0
"517","P0153","xcb_hag",0
"518","P0153","xcb_hall",0.227272727272727
"519","P0153","xcb_hnag",0.227272727272727
"520","P0153","xf_hag",0
"521","P0153","xf_hall",1
"522","P0153","xf_hnoag",1
"523","P0169","w1_hag",0
"524","P0169","w1_hall",0.0984863636363636
"525","P0169","w1_hnoag",0.0984863636363636
"526","P0169","w1h_bldg",0
"527","P0169","w1h_crop",0
"528","P0169","w1h_ldfl",0.0984863636363636
"529","P0169","w1h_log",0
"530","P0169","w1h_mine",0
"531","P0169","w1h_park",0
"532","P0169","w1h_pipe",0
"533","P0169","w1h_pstr",0
"534","P0169","w1h_pvmt",0
"535","P0169","w1h_road",0
"536","P0169","w1h_wall",0
"537","P0169","x_hag",0
"538","P0169","x_hall",0.0909090909090909
"539","P0169","x_hnoag",0.0909090909090909
"540","P0169","xb_hag",0
"541","P0169","xb_hall",0.0454545454545455
"542","P0169","xb_hnoag",0.0454545454545455
"543","P0169","xc_hag",0
"544","P0169","xc_hall",0
"545","P0169","xc_hnoag",0
"546","P0169","xcb_hag",0
"547","P0169","xcb_hall",0.0454545454545455
"548","P0169","xcb_hnag",0.0454545454545455
"549","P0169","xf_hag",0
"550","P0169","xf_hall",0.0454545454545455
"551","P0169","xf_hnoag",0.0454545454545455
"552","P0170","w1_hag",0
"553","P0170","w1_hall",2.86367727272727
"554","P0170","w1_hnoag",2.86367727272727
"555","P0170","w1h_bldg",0.575772727272727
"556","P0170","w1h_crop",0
"557","P0170","w1h_ldfl",0
"558","P0170","w1h_log",0
"559","P0170","w1h_mine",0
"560","P0170","w1h_park",0.477272727272727
"561","P0170","w1h_pipe",0.477272727272727
"562","P0170","w1h_pstr",0
"563","P0170","w1h_pvmt",0.606072727272727
"564","P0170","w1h_road",0.590922727272727
"565","P0170","w1h_wall",0.136363636363636
"566","P0170","x_hag",0
"567","P0170","x_hall",2.90909090909091
"568","P0170","x_hnoag",2.90909090909091
"569","P0170","xb_hag",0
"570","P0170","xb_hall",0.727272727272727
"571","P0170","xb_hnoag",0.727272727272727
"572","P0170","xc_hag",0
"573","P0170","xc_hall",0.954545454545455
"574","P0170","xc_hnoag",0.954545454545455
"575","P0170","xcb_hag",0
"576","P0170","xcb_hall",1.68181818181818
"577","P0170","xcb_hnag",1.68181818181818
"578","P0170","xf_hag",0
"579","P0170","xf_hall",1.22727272727273
"580","P0170","xf_hnoag",1.22727272727273
"581","P0185","w1_hag",0
"582","P0185","w1_hall",0
"583","P0185","w1_hnoag",0
"584","P0185","w1h_bldg",0
"585","P0185","w1h_crop",0
"586","P0185","w1h_ldfl",0
"587","P0185","w1h_log",0
"588","P0185","w1h_mine",0
"589","P0185","w1h_park",0
"590","P0185","w1h_pipe",0
"591","P0185","w1h_pstr",0
"592","P0185","w1h_pvmt",0
"593","P0185","w1h_road",0
"594","P0185","w1h_wall",0
"595","P0185","x_hag",0
"596","P0185","x_hall",0
"597","P0185","x_hnoag",0
"598","P0185","xb_hag",0
"599","P0185","xb_hall",0
"600","P0185","xb_hnoag",0
"601","P0185","xc_hag",0
"602","P0185","xc_hall",0
"603","P0185","xc_hnoag",0
"604","P0185","xcb_hag",0
"605","P0185","xcb_hall",0
"606","P0185","xcb_hnag",0
"607","P0185","xf_hag",0
"608","P0185","xf_hall",0
"609","P0185","xf_hnoag",0
"610","P0186","w1_hag",0
"611","P0186","w1_hall",2.15161363636364
"612","P0186","w1_hnoag",2.15161363636364
"613","P0186","w1h_bldg",0.697
"614","P0186","w1h_crop",0
"615","P0186","w1h_ldfl",0
"616","P0186","w1h_log",0
"617","P0186","w1h_mine",0
"618","P0186","w1h_park",0.0606090909090909
"619","P0186","w1h_pipe",0.0303045454545455
"620","P0186","w1h_pstr",0
"621","P0186","w1h_pvmt",0.697
"622","P0186","w1h_road",0.6667
"623","P0186","w1h_wall",0
"624","P0186","x_hag",0
"625","P0186","x_hall",3.13636363636364
"626","P0186","x_hnoag",3.13636363636364
"627","P0186","xb_hag",0
"628","P0186","xb_hall",0
"629","P0186","xb_hnoag",0
"630","P0186","xc_hag",0
"631","P0186","xc_hall",0.181818181818182
"632","P0186","xc_hnoag",0.181818181818182
"633","P0186","xcb_hag",0
"634","P0186","xcb_hall",0.181818181818182
"635","P0186","xcb_hnag",0.181818181818182
"636","P0186","xf_hag",0
"637","P0186","xf_hall",2.95454545454545
"638","P0186","xf_hnoag",2.95454545454545
"639","P0188","w1_hag",0
"640","P0188","w1_hall",1.04547272727273
"641","P0188","w1_hnoag",1.04547272727273
"642","P0188","w1h_bldg",0
"643","P0188","w1h_crop",0
"644","P0188","w1h_ldfl",0.0984863636363636
"645","P0188","w1h_log",0
"646","P0188","w1h_mine",0
"647","P0188","w1h_park",0.212131818181818
"648","P0188","w1h_pipe",0.0454545454545455
"649","P0188","w1h_pstr",0
"650","P0188","w1h_pvmt",0
"651","P0188","w1h_road",0.212127272727273
"652","P0188","w1h_wall",0.477272727272727
"653","P0188","x_hag",0
"654","P0188","x_hall",1.04545454545455
"655","P0188","x_hnoag",1.04545454545455
"656","P0188","xb_hag",0
"657","P0188","xb_hall",0.363636363636364
"658","P0188","xb_hnoag",0.363636363636364
"659","P0188","xc_hag",0
"660","P0188","xc_hall",0.136363636363636
"661","P0188","xc_hnoag",0.136363636363636
"662","P0188","xcb_hag",0
"663","P0188","xcb_hall",0.5
"664","P0188","xcb_hnag",0.5
"665","P0188","xf_hag",0
"666","P0188","xf_hall",0.545454545454545
"667","P0188","xf_hnoag",0.545454545454545
"668","P0208","w1_hag",0
"669","P0208","w1_hall",0.0606090909090909
"670","P0208","w1_hnoag",0.0606090909090909
"671","P0208","w1h_bldg",0
"672","P0208","w1h_crop",0
"673","P0208","w1h_ldfl",0
"674","P0208","w1h_log",0
"675","P0208","w1h_mine",0
"676","P0208","w1h_park",0
"677","P0208","w1h_pipe",0
"678","P0208","w1h_pstr",0
"679","P0208","w1h_pvmt",0.0606090909090909
"680","P0208","w1h_road",0
"681","P0208","w1h_wall",0
"682","P0208","x_hag",0
"683","P0208","x_hall",0.0909090909090909
"684","P0208","x_hnoag",0.0909090909090909
"685","P0208","xb_hag",0
"686","P0208","xb_hall",0
"687","P0208","xb_hnoag",0
"688","P0208","xc_hag",0
"689","P0208","xc_hall",0
"690","P0208","xc_hnoag",0
"691","P0208","xcb_hag",0
"692","P0208","xcb_hall",0
"693","P0208","xcb_hnag",0
"694","P0208","xf_hag",0
"695","P0208","xf_hall",0.0909090909090909
"696","P0208","xf_hnoag",0.0909090909090909
"697","P0234","w1_hag",0
"698","P0234","w1_hall",3.37134545454545
"699","P0234","w1_hnoag",3.37134545454545
"700","P0234","w1h_bldg",0.697
"701","P0234","w1h_crop",0
"702","P0234","w1h_ldfl",0.431822727272727
"703","P0234","w1h_log",0
"704","P0234","w1h_mine",0
"705","P0234","w1h_park",0.636395454545455
"706","P0234","w1h_pipe",0.272727272727273
"707","P0234","w1h_pstr",0
"708","P0234","w1h_pvmt",0.6667
"709","P0234","w1h_road",0.6667
"710","P0234","w1h_wall",0
"711","P0234","x_hag",0
"712","P0234","x_hall",4.5
"713","P0234","x_hnoag",4.5
"714","P0234","xb_hag",0
"715","P0234","xb_hall",0.409090909090909
"716","P0234","xb_hnoag",0.409090909090909
"717","P0234","xc_hag",0
"718","P0234","xc_hall",0.0909090909090909
"719","P0234","xc_hnoag",0.0909090909090909
"720","P0234","xcb_hag",0
"721","P0234","xcb_hall",0.5
"722","P0234","xcb_hnag",0.5
"723","P0234","xf_hag",0
"724","P0234","xf_hall",4
"725","P0234","xf_hnoag",4
"726","P0250","w1_hag",0
"727","P0250","w1_hall",0.0303045454545455
"728","P0250","w1_hnoag",0.0303045454545455
"729","P0250","w1h_bldg",0
"730","P0250","w1h_crop",0
"731","P0250","w1h_ldfl",0
"732","P0250","w1h_log",0
"733","P0250","w1h_mine",0
"734","P0250","w1h_park",0
"735","P0250","w1h_pipe",0
"736","P0250","w1h_pstr",0
"737","P0250","w1h_pvmt",0
"738","P0250","w1h_road",0
"739","P0250","w1h_wall",0.0303045454545455
"740","P0250","x_hag",0
"741","P0250","x_hall",0.0454545454545455
"742","P0250","x_hnoag",0.0454545454545455
"743","P0250","xb_hag",0
"744","P0250","xb_hall",0
"745","P0250","xb_hnoag",0
"746","P0250","xc_hag",0
"747","P0250","xc_hall",0
"748","P0250","xc_hnoag",0
"749","P0250","xcb_hag",0
"750","P0250","xcb_hall",0
"751","P0250","xcb_hnag",0
"752","P0250","xf_hag",0
"753","P0250","xf_hall",0.0454545454545455
"754","P0250","xf_hnoag",0.0454545454545455
"755","P0272","w1_hag",0
"756","P0272","w1_hall",2.27278181818182
"757","P0272","w1_hnoag",2.27278181818182
"758","P0272","w1h_bldg",0.3788
"759","P0272","w1h_crop",0
"760","P0272","w1h_ldfl",0.833336363636364
"761","P0272","w1h_log",0
"762","P0272","w1h_mine",0
"763","P0272","w1h_park",0.181818181818182
"764","P0272","w1h_pipe",0
"765","P0272","w1h_pstr",0
"766","P0272","w1h_pvmt",0.545477272727273
"767","P0272","w1h_road",0.33335
"768","P0272","w1h_wall",0
"769","P0272","x_hag",0
"770","P0272","x_hall",2.59090909090909
